date,rating,description,hotel_name,city,country,language
2017-09-07,10,Highly recommend this hotel; friendly staff and bery professional ; great location,Fairmont Monte Carlo,Monaco,France,en
2017-09-07,10,Everything about this hotel was exceptional.  The staff were friendly and helpful.  Annette at the concierge was our favorite.  She went above and beyond to assist us plan each day with activities; arrange transportation and make recommendations.  If I ever go back; I am going back to Fairmont Monte Carlo.,Fairmont Monte Carlo,Monaco,France,en
2017-09-04,10,Cannes is a busy city; but within that context this hotel was superb. Upgraded us to a sea-facing room at no charge.,barriere-le-majestic,Cannes,France,en
2017-09-04,8,Allt bra förutom att inte frukost ingick; att köpa till kostar € 40; inte värt att äta frukost för 2 för ungefär 800 kr !!,barriere-le-majestic,Cannes,France,sv
2017-09-04,10,Absolutely fabulous hotel; from its location to rooms; to staff. Was an absolute pleasure to stay there,Fairmont Monte Carlo,Monaco,France,en
2017-08-30,2,I have paid for a nice J. suit with panorama sea view for 5 days but I got a small room with sea view from the corner. I wanted to move to another hotel but they did not gave my money back.  I felt captured. I had to pay almost 10000 euro extra to get the  suit with sea view that I have already paid almost 14000 euro for. I had the nice suit only for 3 days. It is not ok.,barriere-le-majestic,Cannes,France,en
2017-08-24,8,Good solid all around experience. There is even a decent restaurant in the hotel.,Warwick Geneva,Geneva,Switzerland,en
2017-08-23,10,El hotel es súper bonito y cómodo tienes miles de opciones super buenas para amenidades y excelente comida y ubicación,Fairmont Monte Carlo,Monaco,France,es
2017-08-23,8,Hotel was nice enough; expected better for the cost. The balcony was old and dirty. Staff were only nice to you if you were dropping with money; we were not. Disappointed in the pool; it was not for every day folk to swim in; it was a night club which you were hovered over by waiters wanting to serve you; I would have booked a cheaper hotel without pool had I known.,Fairmont Monte Carlo,Monaco,France,en
2017-08-23,6,Location is great; the hotel is old and tired; and it not up to other Fairmont standards.  The staff were friendly and having Nobu on site is a plus.,Fairmont Monte Carlo,Monaco,France,en
2017-08-23,4,"You never find place in the roof of the Hotel (Nikki Beach): the beds are all given to the ""paying"" clients (also from outside) and not for the guests staying in the hotel; which are simply placed next to the (to laud) outspeaker of the music",Fairmont Monte Carlo,Monaco,France,en
2017-08-22,10,The room was clean; spacious and nice decorated. My room was facing the garden and it was very quiet. Breakfast was not included on my stay but I decided to pay 38 euros and it was worthy. The food was good; service was good and the restaurant has a great view of the ocean. Also; don't miss a diner at the Nobu! Simply delicious and the ambien my was very nice; beautiful people and great music. All staff very nice!,Fairmont Monte Carlo,Monaco,France,en
2017-08-22,4,The staff at this hotel think that they are the guests; and that we are doing a favor of staying with them.They made numerous mistakes on my reservation; and also told me they would extend my stay for a certain rate. When I came the next morning; they told me that someone made a mistake and the new rate they could offer was over 3 times what I was paying (over 900 Euros!!!). Don't stay!,Fairmont Monte Carlo,Monaco,France,en
2017-08-20,6,"Excellent location and Staff in Monte Carlo but after a long tiring trip Registration jangled the nerves. Lobby acoustics are loud.  We were kindly given a card for complimentary drinks while we waited for our room. This was appreciated but again the restaurant/bar we went to was noisy; pulsating music found at a night club; it was 2:00 in the afternoon.  The hotel has a pool; but again it is a ""Club"" with loud music so there will be no relaxing by the pool at this property.",Fairmont Monte Carlo,Monaco,France,en
2017-08-20,8,great for visit noisy windows installation temporary,Warwick Geneva,Geneva,Switzerland,en
2017-08-18,10,This hotel is amazing and I stay all over the world.  The staff is incredible and the service is very fast.  Our room was incredible and the bed is so comfortable.  The location in Monaco is perfect and is definitely worth the price you pay.  We didn't love the view from our room and the bellman called and changed our room immediately.  I couldn't believe the service and how much I was impressed by this hotel.  BRAVO!,Fairmont Monte Carlo,Monaco,France,en
2017-08-18,10,Lived it; very nice hotel. Very professional staff. Love  the breakfast but bit pricey. Will definitely recommend it.,Warwick Geneva,Geneva,Switzerland,en
2017-08-17,10,Me encanto el Hotel; su ubicación. Los restaurantes Excelentes y muy buena recepción; rápida y amable.,Fairmont Monte Carlo,Monaco,France,es
2017-08-14,10,Uma ótima opção para hospedagem em Monte Carlo! O Hotel Fairmont se debruça sobre o mar o que o torna extremamente agradável com visuais incríveis! A localização é perfeita! Os serviços; por se tratar de um hotel grande às vezes se tornam impessoais demais. Mas; ainda assim; eu voltaria ao Fairmont!,Fairmont Monte Carlo,Monaco,France,pt
2017-08-11,4,Vi var ikke oplyst om der var renovering vi fik ikke rabat for dette det er ikke vores opfattelse af ferie når du bliver vækket kl. 6,Warwick Geneva,Geneva,Switzerland,da
2017-08-10,10,Was a great choice.,barriere-le-majestic,Cannes,France,en
2017-08-09,10,100% good,Fairmont Monte Carlo,Monaco,France,en
2017-08-08,4,"We waited one hour to check in brcause the ""Hair Dryer "" was not working ; they kept us standing during the whole one hour and finally they offered us complimentary ""Drink"" ; not accepted from a 5 Stars Hotel",Fairmont Monte Carlo,Monaco,France,en
2017-08-07,10,What a wonderful 25th birthday and stay at the Fairmont in Monte Carlo,Fairmont Monte Carlo,Monaco,France,en
2017-08-06,10,El hotel divino unas vistas impresionante la habitación muy linda daba interna a un patio todos con plantas grande; espaciosa; la pileta está nikki beach hay un montón de juventud y ambiente animado muy lindo toda la zona divina. El restaurante una vista espectacular y se come divino. Es un hotel 4 estrellas para mí 5 no te lo podes perder muy bueno. Tiene tanta cantidad de habitaciones q cuando te bajas del ascensor tenes q caminar bastante jjjaa pero todos bien. Gimnasio muy bueno y completo enorme.,Fairmont Monte Carlo,Monaco,France,es
2017-08-04,10,Amazing views with great service! This is probably one of the best hotels we have stayed in. Rooms are big and very clean.,Fairmont Monte Carlo,Monaco,France,en
2017-08-02,8,Muito bem localizado e confortável. Equipe muito atenciosa.,Fairmont Monte Carlo,Monaco,France,pt
2017-07-30,10,From valet parking to wonderful reception a beautiful room with two king size beds superb breakfast overlooking the bay nothing is too much trouble everyone should try at least once.The only negative is that we found since small damage to our car red paint on the bumper they should have owned up and pointed it out we think it will polish out fortunately,Fairmont Monte Carlo,Monaco,France,en
2017-07-29,8,6th floor getan a lot of noiar from above pool side parties.,Fairmont Monte Carlo,Monaco,France,en
2017-07-24,6,The room seemed old and outdated and did not reflect the prize level. The pool area are not suited for children. However; the hotel has a stunning view and is close to everything.,Fairmont Monte Carlo,Monaco,France,en
2017-07-23,6,Irreführende und missbräuchliche  Begründung bei dem Verlangen nach einer e-Mail Adresse beim Einchecken! Schlechtes Beschwerdemanagement beim front desk Manager.,Warwick Geneva,Geneva,Switzerland,de
2017-07-20,4,My family and I are so disappointed with this hotel. Despite the kindness of a front desk clerk and her manager; this last experience here has sadly ended are 3 yr annual stay at this hotel. Gross and uncomfortable room conditions; decaying facade; poor inconsistent service and outrageous prices plague this place.  People who rate it favorably simply don't know what a true 5 star resort is suppose to be like. I am sorry but it's true! This place has gone downhill and by the way; does not like Expedia booked customers! Don't say no one warnned you!!,barriere-le-majestic,Cannes,France,en
2017-07-16,6,"This hotel is in need of a major renovation. The rooms were very old; most likely from the 1990s and never renovated. The only good thing going for this hotel is the fantastic location. We had booked a king bed with non smoking (because we had our baby with us); but instead we received a smoking room with a king bed. They would not give us the King bed non smoking room; and moved us to a two beds; non smoking room. Claimed that there were no more rooms left in the ""600 room"" hotel. Meanwhile the entire hotel was empty on that weekend. The hotel manager did not seem to care at all.",Fairmont Monte Carlo,Monaco,France,en
2017-07-12,10,The service is fantastic!From Nikki Beach to room service!,Fairmont Monte Carlo,Monaco,France,en
2017-07-12,6,Tired rooms and very poor paid Internet speed. Pool ruined for the +25 age group by a Nikki Beach franchise. Sure it's $$$ for the hotel but it eliminates what was a nice feature for paying guests.,Fairmont Monte Carlo,Monaco,France,en
2017-07-06,10,We had a fantastic 3 days at this hotel in June 2017.  The hotel is beautiful; the room was clean; comfortable and quiet - we even got an upgrade to a junior suite which was a pleasant surprise.  The staff were very friendly and made our stay that extra bit special.  If you are heading to Cannes then the Majestic should be on your itinerary.,barriere-le-majestic,Cannes,France,en
2017-07-05,6,I loved the hotel cause it's central but I didn't like the service; the receptionist kept giving me different prices on same items. Also I had to call them everyday so our room is cleaned.,barriere-le-majestic,Cannes,France,en
2017-07-04,8,many arab food resturents around thr hotel. good place to stay in,Warwick Geneva,Geneva,Switzerland,en
2017-07-01,10,We onlu stayed three nights ; food is good; location is very good. Next time I would like stay at the same hotel. This hotel matches my expectations.,barriere-le-majestic,Cannes,France,en
2017-06-30,10,Fantastisk på alle parametre!,barriere-le-majestic,Cannes,France,sv
2017-06-27,10,Muy buen hotel ; miy buen ubicado con un precio justo. Todos muy atentos,Warwick Geneva,Geneva,Switzerland,es
2017-06-19,8,Wonderful hotel; in love with the room; and perfect location. The only negative thing was the high price for the sunbeds down on the beach and pier.,barriere-le-majestic,Cannes,France,en
2017-06-11,8,So easy to find and walk to the hotel after getting out of the train station.,Warwick Geneva,Geneva,Switzerland,en
2017-06-05,10,Great hotel! Perfect service; very friendly stuff and the location itself is beautiful! Lovely place to stay!,barriere-le-majestic,Cannes,France,en
2017-06-01,10,Exemplary service; a true 5-star stay,barriere-le-majestic,Cannes,France,en
2017-05-25,10,room size was good; close to public transportation and good restaurants and geneva lake,Warwick Geneva,Geneva,Switzerland,en
2017-05-20,8,Week end en amoureux; Casino; restaurants; boutiques de luxe,Fairmont Monte Carlo,Monaco,France,fr
2017-05-18,4,First we checked in and we got a VERY tiny room; you could barely turn around. So we payed 100 Euros more for a normal size room per night. First night they recommended us La petite Maison. Its was very bad service. The pasta came very overcooked; even we had requested it Al Dente. Second time it came out raw. My chèvre chaud was totally melted and we didn't touch any of the dishes.The manager just stood there and didn't even come to our table even we asked for it. They charged us for full despite this. I Called the duty manager of the hotel who reluctant removed it and promised to follow up the following day. He didn't. Last day we had asked the conceirge for a reservation; that they confirmed in a letter to our room; when we came to the restaurant they never received a reservation. Aircondition in room didn't work properly and tv in bathroom not working.,barriere-le-majestic,Cannes,France,en
2017-05-14,8,The location of the hotel is perfect. You can connect anywhere in minutes. Check in was smooth. Room was comfortable. Only lacking and biggest lack was proper internet. Coming back from exhibition and to catch up on work was a pain due to very poor connectivity.,Warwick Geneva,Geneva,Switzerland,en
2017-05-13,8,Nice & clean. Great location - near train station; shopping; food. Very convenient. They have an off-site fitness center; which is fine but not so convenient. On the whole; a nice option in an expensive city,Warwick Geneva,Geneva,Switzerland,en
2017-05-03,8,Hotel was very well presented.  Only criticism would be that the room was small - I was alone so this was not a huge issue but if I was with my wife -it would have been a bit cramped.,Warwick Geneva,Geneva,Switzerland,en
2017-05-01,8,바다도 가깝고 주변에 음식점도 많고 전체적으로 접근성이 좋았습니다,barriere-le-majestic,Cannes,France,ko
2017-05-01,10,Bom café da manhã.,Warwick Geneva,Geneva,Switzerland,pt
2017-04-24,10,Séjour court mais  très agréable personnel très serviables et gentil ;je reviendrai avec plaisir,Hyatt Regency Palais,Nice,France,fr
2017-04-19,8,Très agréable endroit ; au coeur de Cannes piscine et spa sont un vrai plus,barriere-le-majestic,Cannes,France,fr
2017-04-18,8,Très bonne réception à l accueil très belle chambre par contre quel déception pour l accueil au restaurant de La plage quant on vous dis que c est complet pour le brunch sa passe mais quant on vous fait revenir l après midi pour avoir des transats et quant vous revenez on vous dis de nouveau que c est complet je pense que quant même pour un cinq étoiles si on peut pas ajouté juste deux place il y a des choses à revoir....et sur trois jours dans cette Hotel j ai du faire réactiver 2 fois mA carte de chambre car elle était désactivé à chaque fois..et apres sa a chaque fois que vous revenez dans l Hotel apres un déplacement il y a toujours deux vigiles à l entrée à vous regarder de la tête au pied en vous demandant si vous loger bien à cette Hotel,barriere-le-majestic,Cannes,France,fr
2017-04-14,10,Had a great stay at Warwick. Room was perfect and the place was convenient (across train station and other public transport) and close to the city centre.,Warwick Geneva,Geneva,Switzerland,en
2017-04-13,10,Value for money; excellent staff who have even contacted me to arrange to send me something I left in the room and really good cleanliness. No real downsides; some of the common areas are a bit tiered and you have to get a tube to the central area which is as cheap as chips at less than 2 euros a trip. In a nice area with lots of restaurants and the French restaurant they recommended was fantastic. I will go again.,Warwick Geneva,Geneva,Switzerland,en
2017-04-06,8,"I stayed here for just a night; and really didn't have any complaints. The rooms were clean and comfortable; the bathrooms had good water pressure; the thermostat worked. I had a nice view of the plaza in front of the train station from my window; but unfortunately; that meant that people on the plaza had a nice view of me. It was a tad far from the touristic center of Geneva but convenient if you were taking the train (like me). I didn't eat breakfast at the hotel; finding it too expensive (like most things in Switzerland!) and instead went to this lovely place called ""The Cottage"" about a seven minute walk downhill. The staff were helpful and fluent in English.",Warwick Geneva,Geneva,Switzerland,en
2017-04-04,6,La vue mer n'est que partielle (absolument pas conforme au descriptif du site hotels.com),Hyatt Regency Palais,Nice,France,fr
2017-04-03,10,Very friendly; helpful courteous staff...,Warwick Geneva,Geneva,Switzerland,en
2017-04-01,8,Estadia agradável e dentro das expectativas,Warwick Geneva,Geneva,Switzerland,pt
2017-03-31,8,Great location; decent service.,Warwick Geneva,Geneva,Switzerland,en
2017-03-25,10,Hyggelig betjening og god service.  Utrolig sentralt plassert i sentrum. Koselig bar.,Warwick Geneva,Geneva,Switzerland,no
2017-03-24,10,After multiple stays at the Warwick; we keep coming back.  the staff has always been very helpful.,Warwick Geneva,Geneva,Switzerland,en
2017-03-22,10,Really great hotel; staff were amazing and really helpful. Breakfast was very good and plentiful. Great location right near the station  plus plenty of buses and trams,Warwick Geneva,Geneva,Switzerland,en
2017-03-22,10,Our wealthier friends were staying at the Hotel d'Angleterre but I reckon we had the better deal.,Warwick Geneva,Geneva,Switzerland,en
2017-03-22,8,Decent value central Geneva hotel however it's looking a bit tired in places.  Note the car park is actually (subsidised) public parking in nearby shopping centre multi storey,Warwick Geneva,Geneva,Switzerland,en
2017-03-21,8,RAS. Tout au contraire. Accueil et personnel d'excellence,Hyatt Regency Palais,Nice,France,fr
2017-03-21,8,Excellent service from hotel staff. Very well maintained hotel and convenient for Geneva Station being just across the road. Single room was on the small side and with a small single bed. Overall very good and would return and recommend.,Warwick Geneva,Geneva,Switzerland,en
2017-03-20,6,"The rooms; which they label as ""classic""; are way too small.",Warwick Geneva,Geneva,Switzerland,en
2017-03-19,10,Majestic is one of the classic luxury hotel in Cannes. The location is great; it’s just across the street from the convention center Palais des Festivals (Cannes film festival; MIPIM etc.) and on the main street Boulevard de la Croisette. The standard and service is really worthy a five star hotel unlike many other hotels in Europe. The bed was very comfortable and the wi-fi worked great.,barriere-le-majestic,Cannes,France,en
2017-03-18,8,We stayed at Warwick hotel for couple of days last week and really enjoyed it.   Well recommended.,Warwick Geneva,Geneva,Switzerland,en
2017-03-06,6,Muy chico en comparación con las fotos de internet,Warwick Geneva,Geneva,Switzerland,es
2017-02-24,8,The hotel itself is conveniently located. Seconds from la gare Cornavin and walking distance from everywhere in Geneva. Upon entering the Hotel there is a Concierge that greets you. The guest service agent was great; she kindly explained what the hotel had to offer.,Warwick Geneva,Geneva,Switzerland,en
2017-02-23,4,The hotel was clean and in a good location; but the room was tiny and parking was a hustle. You can't park in the garage if you do leave and get back after 1100 pm.,Warwick Geneva,Geneva,Switzerland,en
2017-01-30,8,O hotel é bom; o local é conviniente para quem precisa pegar o trem na estação de Cornavin. Fora isso; dá a impressão de ser um pouco perigoso; com um pessoal meio suspeito na região.,Warwick Geneva,Geneva,Switzerland,pt
2017-01-28,10,We stay two days in the hotel. We have a nice stay. The valet parking and breakfast are expensive. We decide to give them a try. We are not disappointed.,barriere-le-majestic,Cannes,France,en
2017-01-27,8,Chauffage en panne. Personnel rapidement sur le pont. Fourniture d'un radiateur électrique d'appoint,Warwick Geneva,Geneva,Switzerland,fr
2017-01-12,10,Bekvämt och nära till allt,Warwick Geneva,Geneva,Switzerland,sv
2017-01-09,10,Nous avons passés un très bon week-end ! Toute l'équipe de l'hôtel est vraiment à nos soins pour que nous passions un séjour agréable ! Quentin particulièrement a ete d'une gentille extrême ! Nous reviendrons !,barriere-le-majestic,Cannes,France,fr
2017-01-08,10,Amazing stay; and thanx to them for the room upgrade and decoration.,barriere-le-majestic,Cannes,France,en
2017-01-03,10,"Tout est parfait; en particulier l'accueil. Toutefois; il faudrait rénover ou remplacer les meubles de la terrasse. C'est le seul ""bémol"".",Fairmont Monte Carlo,Monaco,France,fr
2017-01-02,10,magnifique hotel personnel au top du vrai haut de gamme,barriere-le-majestic,Cannes,France,fr
2016-12-30,10,Top service; Zentrum; Business: Ideales meeting-point in Genf. Bahnhof zum Flughafen in 20 minuten.,Warwick Geneva,Geneva,Switzerland,de
2016-12-27,10,Would book this hotel again. Close to the train station and city centre.,Warwick Geneva,Geneva,Switzerland,en
2016-12-14,4,I don't recommend it; noisy and non-friendly stuff!!! ....::,Warwick Geneva,Geneva,Switzerland,en
2016-12-12,6,comfortable hotel; room service is efficient; rooms could do with a little more view and light; restaurant is okay.,Warwick Geneva,Geneva,Switzerland,en
2016-12-11,10,Great hotel in a great location across the street from the main train station in Geneva.,Warwick Geneva,Geneva,Switzerland,en
2016-12-07,8,Bien ubicado; el personal es amable y cuenta con un buen restaurante,Warwick Geneva,Geneva,Switzerland,es
2016-12-06,10,Staff were extremely friendly and polite. Quentin made ia feel quite welcome,barriere-le-majestic,Cannes,France,en
2016-12-02,10,My stay was very good.,Warwick Geneva,Geneva,Switzerland,en
2016-11-28,10,Nous voudrions remercier le PERSONNEL : à l'Accueil (SECURITE; CONCIERGES; RECEPTIONNISTES et BAGAGISTES) dont en particulier M. ERIC qui arrive avec courtoisie; calme; sourire et diplomatie; à régler n'importe quel problème. Aux étages (FEMMES DE CHAMBRE et RESPONSABLES) pour leur politesse et surveillance de la chambre s'il manque quelque chose.,Fairmont Monte Carlo,Monaco,France,fr
2016-11-28,10,excelente,Warwick Geneva,Geneva,Switzerland,it
2016-11-21,8,Big lobby; welcoming staff; good service; friendly; nice sea view; more casual than other hotels.,Fairmont Monte Carlo,Monaco,France,en
2016-11-19,8,Excelente hotel; muito bem localizado; a 1 min da estação de trem interlaken west.,Warwick Geneva,Geneva,Switzerland,pt
2016-11-13,10,地點好; 設備極佳,barriere-le-majestic,Cannes,France,ja
2016-11-09,10,Its the best hotel in cannes!  Great location great food and very friendly staff! Rooms renovated and very clean!,barriere-le-majestic,Cannes,France,en
2016-11-06,8,la literie est exceptionnelle; par contre il manque quelques aménagements dans la salle de bain où il n'y a aucune tablette; de même dans la chambre un deuxième siège serait le bienvenu; sinon très propre; personnel très correct. Le prix est un peu excessif quand même car au prix payé; la chambre pourrait être plus spacieuse et mieux aménagé. Le petit déjeuner est super; mais vu le prix c'est un peu normal.,Warwick Geneva,Geneva,Switzerland,fr
2016-11-06,8,La vista de la habitación muy mala comparada con mi visita anterior.,Warwick Geneva,Geneva,Switzerland,es
2016-11-02,6,Personale non troppo attento arisolvere le mie esigenze,barriere-le-majestic,Cannes,France,it
2016-11-01,10,I stayed for 5 nights. Very convenient location and very good service.,barriere-le-majestic,Cannes,France,en
2016-11-01,10,Relaxing and had star treatment!,barriere-le-majestic,Cannes,France,en
2016-10-29,10,First of all; the location is perfect. Less than ten minutes by train from the airport. Remember to collect the free train ticket from the airport ticket machine while waiting for your luggage to arrive. The service at the hotel was excellent. Our room on the 7th floor was much better than we expected. Great view over the city with the mountains on the background (not the Alps; though). Big balcony; more like a terrace. Had breakfast at the hotel every morning; food was fresh and good; nothing special but the atmosphere at the breakfast room was nice and the service was great. The proximity of the railway station and the bus station made it very easy to travel to Montreux and France (day trips to Chamonix and Annecy)... or just about anywhere. Will definately choose this hotel again when we come back to Genève. Merci beaucoup!,Warwick Geneva,Geneva,Switzerland,en
2016-10-28,10,Hotel simplesmente MARAVILHOSO!!! Muito bem localizado; funcionários educados e atenciosos; localização excelente no coração de Cannes; muito perto de tudo!!! Vijamos bastante eu e minha esposa; somos um casal Jovem e de fato a estadia no Majestic nos surpreendeu muito!!!!,barriere-le-majestic,Cannes,France,pt
2016-10-24,10,Très positif très agréable séjour. Je remercie spécialement Quentin pour son accueil et son enthousiasme,barriere-le-majestic,Cannes,France,fr
2016-10-22,10,an overnight stay. Room is quiet despite being next to the bus stop and heavy traffic area.,Warwick Geneva,Geneva,Switzerland,en
2016-10-22,10,넓고 편안한 숙박이었답니다. 직원들도 다들 친절하고..,Warwick Geneva,Geneva,Switzerland,ko
2016-10-21,6,It's ok,Warwick Geneva,Geneva,Switzerland,en
2016-10-19,8,Fue una buena estancia; y el hotel cómodo,Warwick Geneva,Geneva,Switzerland,es
2016-10-17,10,Un seul mot: parfait,barriere-le-majestic,Cannes,France,fr
2016-10-15,10,Helpful;efficient staff. Handy; central base. No disturbance from station.,Warwick Geneva,Geneva,Switzerland,en
2016-10-15,10,It was very good,Warwick Geneva,Geneva,Switzerland,en
2016-10-11,8,comfortable; well situated hotel with great breakfast,Warwick Geneva,Geneva,Switzerland,en
2016-10-09,8,A very pleasant stay. Perfectly located. Unique atmosphere.,barriere-le-majestic,Cannes,France,en
2016-10-08,6,Hôtel très bien situé: plages; commerces; gare. Piscine et plage payante pour les clients: inadmissible! Très bon service.,barriere-le-majestic,Cannes,France,fr
2016-10-06,8,On ne change pas une équipe qui gagne,barriere-le-majestic,Cannes,France,fr
2016-10-05,10,Séjour très positif rapport qualité/prix,barriere-le-majestic,Cannes,France,fr
2016-09-29,10,Parfait,Fairmont Monte Carlo,Monaco,France,fr
2016-09-28,10,Loved the hotel. Only thing I didn't like is that you spend $500 for a night yet have to pay to use the private beach. Other than that; magnificent !,barriere-le-majestic,Cannes,France,en
2016-09-26,10,This was the most amazing hotel I've ever stayed in. So so incredible. Amazing staff. Best location.,barriere-le-majestic,Cannes,France,en
2016-09-24,10,The service was fantastic; all the staff were so attentive. A fantastic; relaxing stay.,barriere-le-majestic,Cannes,France,en
2016-09-23,10,AMBIANCE FESTIVE ET HAUT DE GAMME; MAIS IDEALE AUSSI POUR REPOS,barriere-le-majestic,Cannes,France,de
2016-09-20,8,Bathroom was exceedingly small as was the toilet room.,barriere-le-majestic,Cannes,France,en
2016-09-19,10,Tres bel hotel ;accueil exceptionnel mais l emplacement de la chambre pas à la hauteur de l établissement (au bout d un renfoncement de couloir)peut être parceque nous avons bénéficié d un tarif promotionnel ......Dommage pour ce bemol,barriere-le-majestic,Cannes,France,fr
2016-09-19,8,Soggiorno di due gg ....tutto molto ordinato e perfetto....persona molto cortese e attento...,barriere-le-majestic,Cannes,France,it
2016-09-19,10,Fantastisk charmerende og atmosfærefyldt hotel; med absolut bedste beliggenhed. Dog gå ikke efter et af de små værelser; for de er nemlig ikke særlige store.,barriere-le-majestic,Cannes,France,da
2016-09-14,10,Superbe accueil. Chambre confortable mais le restaurant la petite maison de Nicole est décevant.,barriere-le-majestic,Cannes,France,fr
2016-09-13,10,jeg hadde et deilig opphold på hotellet. rommet var stort og behagelig med svært god sengog med helt lystette gardiner.jeg hadde rom med utsikt mot byen og det var stille; ikke noe bråk fra trafikk eller natteliv. jeg spiste en god middag på hotellets franske restaurant. servicen og stemningen var upåklagelig. den dagen jeg skulle reise måtte jeg sjekke ut kl 12 og bagasje ble oppbevart; men den ble oppbevart ute i varmen og solen. jeg fikk også vite litt for sent at jeg kunne bruke garderobe i spa til å dusje og skifte før jeg skulle dra. dette synes jegat jeg skulle blitt informert om da jeg sjekket ut og spesielt siden de viste at jeg ikke skulle dra før på kvelden og at jeg skulle være på stranden i mellomtiden.,barriere-le-majestic,Cannes,France,no
2016-09-12,6,Les + : Bel hôtel; belle chambre; literie excellente; propreté remarquable. Les - : petite piscine; personnel très inégal. Le personnel qui gère l'entrée juste avant l'accès au Fouquet's est d'une impolitesse dérangeante; je n'ai jamais vu ça auparavant. C'est pour cette unique et dernière raison que je ne recommanderai pas.,barriere-le-majestic,Cannes,France,fr
2016-09-06,10,Ubicacion inmejorable. Estupenda calidad del servicio.,barriere-le-majestic,Cannes,France,es
2016-09-01,10,Staff were nice; we got a bottle of champagne for our honeymoon; very toughtful. Room service was good and housekeepers cleaned room atleast twice a day. The only critic was the bed was not good; too soft so was very uncomfortable. Beautiful hotel will definitely recommend,barriere-le-majestic,Cannes,France,en
2016-09-01,2,This hotel is rated at 5 star but it should be 3 star. The reception staff were very rude to me and when we checked in they sent us to a dirty room with an unmade bed and dirty towels on the bathroom floor. I'm disappointed at hotels.com for misrepresenting the room in the pictures they have on the website. Our room looked nothing like the junior room we booked. When I see a photo of a room on hotels.com I expect the room to look like that. Our room was shabby and small in comparison to the photo on hotels.com; and I would never have paid the amount I did for the room that we were given. I was told by reception it was the correct room just looked different in the photo. The hotel furniture was old and dirty.,barriere-le-majestic,Cannes,France,en
2016-08-31,10,Hotel parfait ; le personnel aux petits soins,Fairmont Monte Carlo,Monaco,France,fr
2016-08-31,6,The hotel was located adjacent to the main train station and a ten minute walk from Lake Geneva. While not the most scenic area of Geneva; it was central to almost anywhere and easy to get around on foot. The staff was extremely friendly and went out of their way to help us during check-in. The room was clean; and would have been fine had it not been for the air conditioning. The air conditioning did not work; or it worked only a little; because we could hear it come out but did not feel a change in temperature. It was very hot in Geneva while we were there; and the room felt unbearably hot even after keeping the curtains closed all day long. This made sleeping extremely uncomfortable; and my friend and I could barely stay asleep at night because of the heat. This hotel would be fine to visit during the winter or cooler months; but needs to fix their a/c situation during the winter; as I would not be able to stay in that room again in warmer weather.,Warwick Geneva,Geneva,Switzerland,en
2016-08-30,8,Majestic is an historical and impressive hotel but the management of this hotel is focused on making money from every small detail : Wifi ; Water ; Beach sun bed; Pool sun bed; premium TV..... Everything is good to sale.,barriere-le-majestic,Cannes,France,en
2016-08-28,4,４つ星ホテルと交通の便ということで選定したが少々がっかりだった。確かにSBBジュネーブ駅前でその点は良かったが、部屋のレイアウトが変形でバスルームも非常に狭く使いずらかった。清潔度ももう一つで、これで４つ星とは言えないのではないかと思った。,Warwick Geneva,Geneva,Switzerland,ja
2016-08-23,8,Nice hotel in downtown. Close to everything..,Warwick Geneva,Geneva,Switzerland,en
2016-08-23,8,Nice hotel in downtown. Close to everything..,Warwick Geneva,Geneva,Switzerland,en
2016-08-02,6,I had 2 rooms and after complaining about mice in the vent of my daughters room they were upgraded to a larger room on the last night. If I didn't persist with some sort of compensation the hotel staff wouldn't have offered me anything. I complained to the front desk via their internal phones and after waiting for 30 min for a response I had to go down and vent my frustration with the duty manager at the time ( 8.30pm approx ) to get my daughters out of that room. Upon checking out it was I who had to ask for compensation ( received 300 Euro off our account) otherwise I wouldn't have received anything. By the way even as a guest you are charged to have a sunbed near the pool; pathetic. The only highlight was the service Lionel gave us around the pool. Thank god he works there. If only the rest of the staff were as good as him.,barriere-le-majestic,Cannes,France,en
2016-07-29,8,For the rich and famous ! The Fouquet Restaurant is very nice; and the beach is fantastic. Be prepared to spend a lot : everything has a surcharge !,barriere-le-majestic,Cannes,France,en
2016-07-24,8,Decoration un peu vieillotte mais très bon service et petit déjeuner sur le toit exceptionnel,Fairmont Monte Carlo,Monaco,France,fr
2016-07-11,10,Excelente indicação é ótimo serviço e conforto.,barriere-le-majestic,Cannes,France,pt
2016-07-11,10,Perfekt,barriere-le-majestic,Cannes,France,de
2016-07-11,6,This is a lovely upscale hotel on the waterside in Cannes a short walking distance from Cannes train station and the main shopping areas. The service was very mixed at the property. The front desk were excellent but we found service at their beach area terrible and at a cost of 130euros a day for two sunbeds it was definitely not good value. Noise is a problem in the guest bedrooms facing the pool. They had loud outdoor entertainment until 2am on the Friday and Saturday which meant you could not sleep until it finished. They had two wedding functions which also meant service standards slipping for resident guests.,barriere-le-majestic,Cannes,France,en
2016-07-11,8,Emplacement Parfait ; Nobu & Nikki Beach Sur place . Situation extra ; hôtel & chambres un peu Á l'ancienne mais service impeccable,Fairmont Monte Carlo,Monaco,France,fr
2016-07-05,8,Older hotel showing its age. But comfortable and convenient to most things.,Warwick Geneva,Geneva,Switzerland,en
2016-07-05,8,Older hotel showing its age. But comfortable and convenient to most things.,Warwick Geneva,Geneva,Switzerland,en
